customer_id,age,gender,location,customer_tenure_years,policy_type,monthly_premium,coverage_level,claims_last_year,payment_delay_days,customer_satisfaction,customer_service_interactions,churn
17424,56,F,Suburban,8,Third_Party,193.63,Medium,2,0,4,2,0
17425,45,F,Urban,2,Comprehensive,329.57,High,0,13,2,1,1
17426,39,F,Rural,26,Comprehensive,277.43,High,1,0,3,3,0
17427,60,M,Urban,6,Comprehensive,347.96,Medium,0,12,4,2,0
17428,31,M,Rural,2,Comprehensive,287.72,Medium,0,0,3,4,0
17429,52,F,Urban,5,Comprehensive,334.38,High,0,0,4,5,0
17430,31,F,Suburban,7,Third_Party,211.82,Medium,0,11,5,2,0
17431,45,M,Suburban,5,Comprehensive,297.33,Medium,0,22,5,0,1
17432,19,M,Suburban,1,Third_Party,193.24,High,0,0,1,3,0
17433,51,M,Suburban,6,Comprehensive,309.5,Medium,0,15,3,1,0
17434,23,M,Suburban,2,Basic,100.0,Low,0,0,2,3,0
17435,46,M,Urban,7,Basic,124.76,Low,1,0,2,4,0
17436,57,F,Suburban,4,Comprehensive,320.77,High,0,0,3,1,0
17437,67,M,Urban,7,Comprehensive,338.24,Low,0,13,5,7,0
17438,31,F,Urban,4,Third_Party,194.35,Medium,0,0,1,0,0
17439,80,M,Urban,4,Third_Party,275.41,Medium,0,0,4,2,0
17440,44,M,Urban,3,Basic,121.29,Medium,0,0,2,1,0
17441,45,F,Urban,3,Basic,120.02,Medium,1,0,2,0,0
17442,30,M,Suburban,11,Third_Party,248.58,Medium,1,17,4,2,1
17443,43,M,Urban,2,Third_Party,205.54,Medium,0,0,1,1,0
17444,50,M,Rural,8,Third_Party,201.89,High,0,0,1,3,0
17445,36,M,Suburban,5,Comprehensive,266.67,Medium,1,0,5,2,0
17446,21,M,Urban,4,Third_Party,195.3,Medium,0,0,4,3,0
17447,63,F,Suburban,4,Basic,130.76,High,0,0,2,2,0
17448,42,M,Suburban,2,Comprehensive,330.58,Low,0,11,3,0,0
17449,48,M,Suburban,4,Third_Party,245.34,High,0,0,3,1,0
17450,44,M,Rural,3,Basic,122.77,Medium,1,0,2,2,0
17451,47,M,Suburban,3,Basic,122.69,Medium,2,17,1,2,1
17452,47,M,Rural,2,Comprehensive,290.12,Medium,1,0,3,1,0
17453,50,M,Urban,4,Third_Party,222.26,High,0,16,2,0,0
17454,47,M,Urban,8,Comprehensive,280.14,Low,0,0,5,2,0
17455,40,F,Urban,4,Third_Party,204.51,Low,0,11,4,4,0
17456,46,F,Urban,1,Basic,147.25,Medium,0,16,1,2,1
17457,34,F,Urban,3,Comprehensive,329.93,High,0,13,5,1,0
17458,49,F,Suburban,15,Third_Party,221.66,Medium,2,0,2,2,0
17459,45,M,Suburban,2,Comprehensive,304.06,Medium,2,0,3,2,0
17460,41,M,Urban,3,Basic,105.33,High,1,0,4,2,0
17461,40,M,Suburban,7,Comprehensive,273.75,Low,0,0,1,2,0
17462,56,M,Urban,1,Comprehensive,331.71,High,0,0,4,3,0
17463,43,M,Urban,2,Basic,142.45,Medium,0,0,3,1,0
17464,39,F,Suburban,1,Comprehensive,307.01,Medium,2,14,4,1,1
17465,57,M,Urban,2,Comprehensive,338.99,High,1,0,3,4,0
17466,55,F,Urban,13,Comprehensive,371.67,Low,0,0,4,3,0
17467,46,M,Urban,3,Comprehensive,302.87,High,0,0,2,2,0
17468,53,M,Urban,3,Comprehensive,322.85,High,1,0,3,2,0
17469,35,F,Suburban,9,Basic,104.38,Medium,1,0,3,2,0
17470,34,M,Urban,4,Comprehensive,276.68,High,1,0,5,2,0
17471,38,F,Suburban,3,Basic,119.62,Medium,1,0,5,2,0
17472,37,M,Urban,5,Basic,110.01,Medium,1,0,2,1,0
17473,58,F,Urban,6,Comprehensive,362.13,High,0,14,3,4,0
17474,35,M,Urban,3,Basic,103.67,High,1,16,4,1,1
17475,42,M,Suburban,6,Third_Party,227.98,Medium,1,0,4,0,0
17476,59,F,Suburban,13,Third_Party,235.59,High,0,9,2,4,0
17477,55,M,Urban,2,Third_Party,242.06,High,0,0,3,1,0
17478,43,M,Urban,3,Comprehensive,299.48,Medium,1,0,2,4,0
17479,45,M,Urban,4,Basic,142.61,Medium,0,0,2,2,0
17480,49,M,Rural,4,Comprehensive,346.08,Medium,1,0,1,2,0
17481,39,F,Suburban,4,Third_Party,249.38,Medium,0,0,1,1,0
17482,38,M,Urban,6,Comprehensive,290.07,Medium,1,0,3,0,0
17483,49,M,Suburban,6,Basic,179.22,Medium,0,20,3,2,1
17484,39,F,Urban,5,Third_Party,222.76,Medium,1,17,2,2,1
17485,35,M,Urban,15,Third_Party,196.84,Medium,0,0,2,2,0
17486,54,M,Urban,4,Third_Party,217.0,Low,0,20,5,2,1
17487,43,F,Urban,3,Third_Party,215.65,Medium,0,0,5,4,0
17488,41,F,Urban,5,Third_Party,200.8,Medium,0,0,3,0,0
17489,41,M,Urban,8,Basic,116.07,High,1,8,3,2,0
17490,35,M,Urban,2,Third_Party,200.75,Low,0,15,1,0,1
17491,44,F,Rural,13,Basic,130.66,Medium,0,9,3,2,0
17492,38,F,Suburban,10,Third_Party,220.33,High,0,14,4,0,0
17493,35,M,Urban,3,Third_Party,191.2,Medium,0,0,3,2,0
17494,35,F,Rural,6,Comprehensive,288.76,Medium,0,27,5,4,1
17495,50,M,Urban,10,Third_Party,215.34,Medium,0,0,5,2,0
17496,57,M,Urban,10,Comprehensive,315.81,Low,0,0,3,3,0
17497,49,F,Urban,6,Comprehensive,334.23,Medium,1,0,3,1,0
17498,44,M,Urban,25,Third_Party,199.13,Medium,0,0,5,3,0
17499,35,F,Urban,5,Comprehensive,293.51,Medium,1,0,4,4,0
17500,28,M,Urban,1,Third_Party,184.29,High,0,0,3,3,0
17501,57,M,Suburban,4,Third_Party,213.74,High,1,12,4,4,0
17502,40,F,Rural,3,Comprehensive,303.67,Low,1,0,4,3,0
17503,51,F,Urban,5,Comprehensive,308.8,High,2,0,4,4,0
17504,35,F,Urban,2,Comprehensive,293.03,Medium,0,0,4,1,0
17505,51,F,Suburban,1,Comprehensive,283.79,High,0,0,1,7,0
17506,59,F,Suburban,1,Third_Party,252.08,Medium,0,0,4,0,0
17507,42,M,Urban,9,Basic,129.43,Medium,1,0,5,2,0
17508,50,M,Urban,3,Comprehensive,306.8,Medium,1,19,4,4,1
17509,43,M,Urban,3,Third_Party,189.46,Medium,0,0,5,2,0
17510,55,M,Urban,8,Third_Party,249.41,Medium,1,0,5,3,0
17511,38,F,Urban,15,Comprehensive,282.86,High,0,0,2,3,0
17512,50,M,Urban,15,Basic,135.72,Medium,0,0,5,3,0
17513,55,M,Urban,2,Third_Party,229.37,High,0,0,3,4,0
17514,46,F,Urban,4,Basic,150.08,Medium,0,0,3,1,0
17515,49,M,Urban,1,Comprehensive,311.44,Medium,1,0,5,1,0
17516,44,M,Suburban,7,Comprehensive,336.19,High,0,0,5,2,0
17517,51,F,Suburban,14,Third_Party,236.48,Medium,2,0,3,4,0
17518,28,F,Urban,3,Comprehensive,319.42,Medium,2,0,4,2,0
17519,31,F,Urban,2,Comprehensive,278.0,Low,0,0,1,5,0
17520,37,M,Urban,12,Comprehensive,303.95,Low,0,0,2,1,0
17521,40,F,Suburban,4,Basic,154.03,Low,1,0,2,1,0
17522,35,M,Urban,9,Comprehensive,337.37,High,1,0,2,0,0
17523,41,F,Urban,2,Comprehensive,298.7,Low,0,0,2,1,0
17524,37,F,Urban,3,Basic,131.15,Medium,0,0,3,3,0
17525,63,F,Urban,5,Basic,179.66,Low,0,0,2,1,0
17526,38,F,Suburban,2,Comprehensive,305.38,Medium,1,0,2,2,0
17527,46,M,Urban,20,Third_Party,235.51,High,0,0,4,2,0
17528,47,F,Urban,4,Comprehensive,314.15,High,0,0,3,3,0
17529,52,F,Suburban,5,Third_Party,234.18,Medium,1,25,5,0,1
17530,39,F,Rural,6,Third_Party,175.54,Medium,0,0,3,3,0
17531,48,F,Urban,7,Comprehensive,305.5,Low,0,13,2,2,0
17532,33,M,Urban,1,Comprehensive,321.15,High,2,0,4,1,0
17533,48,F,Rural,4,Comprehensive,329.12,Medium,0,11,4,4,0
17534,30,F,Suburban,21,Basic,118.39,Medium,0,0,5,2,0
17535,41,M,Urban,3,Comprehensive,354.35,Low,1,0,3,2,0
17536,43,M,Urban,14,Basic,111.83,Medium,0,15,3,4,0
17537,33,M,Urban,11,Basic,119.64,Medium,0,0,4,0,0
17538,36,M,Urban,7,Third_Party,196.19,Medium,0,0,2,2,0
17539,43,M,Urban,17,Comprehensive,298.38,Medium,1,0,5,3,0
17540,44,M,Suburban,2,Third_Party,197.38,High,0,16,5,1,0
17541,39,M,Urban,4,Comprehensive,302.16,High,1,10,2,2,1
17542,38,F,Rural,22,Comprehensive,300.27,Low,1,18,2,0,0
17543,45,M,Urban,4,Third_Party,250.88,Medium,1,9,1,4,0
17544,47,F,Urban,3,Third_Party,206.67,Low,0,0,1,0,0
17545,32,M,Urban,9,Third_Party,196.61,High,0,0,4,1,0
17546,58,F,Urban,4,Third_Party,244.55,Medium,0,0,4,3,0
17547,44,M,Urban,6,Basic,100.0,Medium,1,0,3,1,0
17548,64,F,Suburban,5,Third_Party,250.29,Medium,1,0,3,0,0
17549,68,F,Urban,7,Comprehensive,351.92,Low,1,21,4,2,1
17550,31,M,Suburban,2,Comprehensive,312.68,Medium,1,9,1,0,0
17551,70,M,Rural,12,Basic,161.47,High,0,0,2,2,0
17552,35,M,Suburban,2,Comprehensive,318.92,Low,0,12,4,1,0
17553,56,F,Urban,4,Basic,140.62,Medium,2,20,2,1,1
17554,49,M,Suburban,6,Third_Party,206.11,High,0,0,5,0,0
17555,39,M,Urban,2,Comprehensive,308.09,Medium,0,18,5,1,1
17556,48,M,Urban,7,Basic,100.0,High,0,18,3,4,0
17557,59,M,Urban,5,Third_Party,218.89,Medium,0,0,3,4,0
17558,43,F,Urban,8,Third_Party,183.42,Medium,0,0,4,4,0
17559,41,M,Urban,4,Basic,100.0,Low,0,22,4,3,1
17560,26,M,Urban,5,Third_Party,235.61,Medium,1,0,2,0,0
17561,46,M,Suburban,3,Comprehensive,331.23,Medium,2,0,3,4,0
17562,44,M,Urban,8,Third_Party,218.94,Medium,2,0,1,0,0
17563,62,M,Urban,4,Third_Party,234.62,Low,0,9,4,3,0
17564,39,M,Urban,16,Third_Party,193.96,Medium,0,0,3,1,0
17565,59,F,Suburban,6,Third_Party,257.46,High,0,12,5,0,0
17566,33,F,Suburban,5,Comprehensive,309.67,Medium,1,0,5,1,0
17567,50,F,Urban,3,Third_Party,211.34,Low,0,13,1,1,0
17568,54,F,Urban,2,Third_Party,246.54,Medium,0,0,4,0,0
17569,32,M,Suburban,13,Comprehensive,297.47,Medium,2,0,2,1,0
17570,70,M,Suburban,12,Third_Party,211.18,Medium,0,0,3,0,0
17571,52,M,Suburban,3,Comprehensive,305.73,High,0,0,3,1,0
17572,40,F,Suburban,9,Basic,100.0,Low,0,0,5,1,0
17573,39,M,Urban,2,Comprehensive,265.49,High,0,0,3,3,0
17574,38,F,Urban,1,Basic,120.4,Medium,1,0,4,1,0
17575,50,M,Urban,11,Comprehensive,337.04,Low,0,0,3,3,0
17576,37,F,Urban,11,Third_Party,204.1,Low,0,8,5,4,0
17577,42,F,Rural,3,Basic,154.89,Medium,0,10,1,0,0
17578,42,F,Urban,2,Comprehensive,288.57,Low,0,0,3,2,0
17579,53,F,Urban,12,Comprehensive,290.06,Medium,0,0,5,4,0
17580,23,F,Suburban,4,Comprehensive,283.49,Medium,0,20,5,2,1
17581,42,F,Urban,7,Comprehensive,287.61,Medium,0,14,3,0,0
17582,44,M,Suburban,5,Comprehensive,289.62,Medium,1,0,4,0,0
17583,56,F,Suburban,9,Basic,113.68,Low,0,10,2,3,0
17584,44,M,Urban,5,Comprehensive,304.28,Medium,0,0,3,3,0
17585,33,F,Rural,4,Third_Party,198.81,Low,2,0,3,2,0
17586,56,M,Rural,2,Third_Party,250.22,Low,0,0,3,3,0
17587,38,M,Urban,3,Comprehensive,302.39,Medium,0,18,4,3,1
17588,51,M,Urban,1,Comprehensive,289.61,High,1,0,5,2,0
17589,49,M,Urban,1,Basic,144.39,High,0,14,4,0,0
17590,56,M,Urban,2,Comprehensive,293.86,High,1,20,3,3,1
17591,46,F,Urban,1,Third_Party,187.68,Low,0,0,2,1,0
17592,46,M,Urban,6,Basic,100.0,High,1,0,4,3,0
17593,46,M,Urban,6,Third_Party,233.24,Low,0,0,2,1,0
17594,43,F,Suburban,2,Third_Party,224.03,Medium,1,0,5,0,0
17595,31,F,Urban,2,Comprehensive,301.56,Medium,0,0,2,2,0
17596,43,F,Urban,10,Third_Party,245.81,High,1,14,4,1,0
17597,49,M,Urban,11,Comprehensive,351.8,High,1,0,3,1,0
17598,47,F,Suburban,11,Third_Party,183.35,Low,0,0,2,2,0
17599,37,M,Urban,12,Third_Party,220.16,Low,0,0,3,1,0
17600,39,M,Urban,5,Basic,112.7,High,0,0,5,2,0
17601,41,M,Urban,4,Third_Party,190.45,Medium,1,11,5,2,0
17602,35,F,Suburban,6,Basic,106.57,Low,1,15,3,2,1
17603,30,F,Rural,7,Comprehensive,310.3,Low,4,0,5,3,0
17604,61,M,Urban,3,Third_Party,223.96,Medium,0,0,5,1,0
17605,44,M,Urban,4,Basic,134.75,Medium,0,0,3,0,0
17606,48,M,Suburban,2,Comprehensive,293.75,Medium,1,0,1,2,0
17607,45,M,Urban,11,Comprehensive,297.95,Medium,0,0,1,0,0
17608,58,M,Suburban,2,Third_Party,227.27,Medium,0,0,1,3,0
17609,48,M,Urban,5,Third_Party,227.99,High,1,14,2,5,1
17610,47,F,Urban,14,Third_Party,222.06,Medium,0,0,5,3,0
17611,49,M,Urban,4,Third_Party,219.81,Medium,1,0,2,2,0
17612,30,M,Urban,9,Comprehensive,267.09,Medium,1,0,3,3,0
17613,43,M,Urban,6,Comprehensive,315.77,Medium,1,14,1,2,1
17614,53,F,Urban,2,Comprehensive,319.34,High,0,11,5,1,0
17615,46,M,Suburban,4,Third_Party,198.99,Medium,0,0,3,0,0
17616,42,F,Suburban,4,Comprehensive,319.83,Medium,0,0,4,1,0
17617,68,M,Urban,1,Third_Party,234.18,High,1,0,3,7,0
17618,56,M,Urban,2,Basic,132.74,High,0,0,4,3,0
17619,32,F,Urban,21,Third_Party,226.05,Medium,1,0,4,3,0
17620,35,M,Suburban,3,Third_Party,212.64,High,1,0,4,2,0
17621,44,M,Suburban,39,Basic,148.66,Low,0,0,2,7,0
17622,53,M,Suburban,2,Comprehensive,298.16,Medium,0,0,2,0,0
17623,62,F,Suburban,1,Basic,140.69,Medium,1,0,3,3,0
17624,42,F,Urban,21,Third_Party,235.07,Medium,0,22,4,1,0
17625,29,M,Urban,5,Basic,100.41,Medium,1,10,4,0,0
17626,33,M,Suburban,2,Third_Party,182.67,Low,1,0,4,4,0
17627,77,F,Suburban,2,Comprehensive,306.28,Low,0,0,4,0,0
17628,50,F,Urban,3,Comprehensive,305.5,Medium,0,0,5,2,0
17629,23,M,Suburban,5,Comprehensive,281.16,Low,1,11,5,1,1
17630,31,F,Suburban,2,Third_Party,208.09,Medium,0,20,4,3,1
17631,53,M,Urban,1,Comprehensive,321.53,Medium,0,10,1,1,0
17632,53,M,Rural,1,Comprehensive,321.6,Medium,0,0,5,1,0
17633,46,M,Urban,6,Basic,100.0,Low,1,0,2,1,0
17634,37,M,Urban,1,Basic,115.74,Medium,1,9,1,1,1
17635,47,F,Urban,13,Basic,153.03,Low,1,0,2,2,0
17636,45,M,Suburban,2,Third_Party,212.76,Medium,1,13,3,5,1
17637,34,M,Urban,2,Comprehensive,305.72,Medium,0,9,1,2,1
17638,53,M,Urban,12,Third_Party,255.47,Medium,0,0,2,0,0
17639,54,M,Urban,9,Comprehensive,298.13,High,1,19,1,3,1
17640,58,F,Urban,3,Basic,100.0,Medium,0,0,4,2,0
17641,47,M,Urban,8,Basic,151.52,Medium,0,14,1,3,0
17642,52,F,Urban,10,Basic,141.18,Medium,1,11,4,1,0
17643,43,F,Urban,5,Third_Party,229.36,Medium,1,0,4,1,0
17644,45,M,Urban,7,Comprehensive,321.51,High,1,0,3,1,0
17645,35,F,Urban,6,Comprehensive,285.13,Medium,0,0,5,3,0
17646,33,M,Urban,2,Basic,112.18,High,0,0,4,2,0
17647,53,M,Rural,6,Comprehensive,305.73,Low,1,19,1,2,1
17648,40,M,Suburban,15,Third_Party,237.55,Low,2,0,3,1,0
17649,33,F,Suburban,15,Third_Party,188.24,Medium,1,16,2,3,1
17650,45,F,Urban,12,Third_Party,209.19,Low,1,0,2,3,0
17651,51,M,Urban,13,Basic,134.42,High,1,0,2,1,0
17652,46,F,Urban,9,Third_Party,224.15,High,1,0,4,1,0
17653,52,M,Urban,5,Third_Party,223.92,Medium,2,0,3,6,0
17654,37,F,Suburban,2,Comprehensive,316.65,Medium,2,0,4,4,0
17655,26,M,Urban,6,Basic,111.35,Medium,0,0,1,3,0
17656,38,M,Suburban,3,Comprehensive,330.63,Medium,1,0,4,3,0
17657,44,M,Urban,2,Third_Party,230.72,Medium,0,0,3,3,0
17658,56,F,Rural,9,Comprehensive,332.74,Medium,0,9,3,3,0
17659,59,M,Urban,1,Comprehensive,333.21,Medium,1,0,4,1,0
17660,43,F,Urban,9,Comprehensive,322.76,High,0,23,5,1,1
17661,26,F,Rural,4,Third_Party,223.61,Medium,1,13,5,3,1
17662,53,M,Suburban,11,Comprehensive,344.15,High,0,0,2,1,0
17663,32,M,Urban,3,Third_Party,192.08,Medium,0,0,1,0,0
17664,44,F,Rural,8,Third_Party,222.86,Medium,0,0,5,3,0
17665,29,F,Suburban,11,Comprehensive,277.1,Medium,1,18,3,3,1
17666,38,M,Urban,1,Third_Party,241.4,High,0,20,3,2,1
17667,32,M,Urban,14,Third_Party,215.24,Medium,1,17,2,4,1
17668,37,F,Urban,2,Comprehensive,322.99,Low,0,0,3,1,0
17669,33,M,Urban,4,Comprehensive,332.08,High,0,12,3,2,1
17670,53,M,Urban,3,Comprehensive,314.41,Medium,0,0,5,2,0
17671,43,F,Urban,2,Third_Party,230.68,High,0,0,4,2,0
17672,46,F,Urban,7,Comprehensive,293.3,Medium,0,14,2,0,0
17673,27,F,Urban,10,Comprehensive,276.39,High,0,18,3,6,1
17674,55,F,Urban,7,Basic,116.99,Medium,0,18,3,1,0
17675,31,M,Suburban,11,Third_Party,194.02,Medium,0,0,3,1,0
17676,49,F,Urban,11,Comprehensive,298.94,Medium,1,0,2,1,0
17677,51,M,Urban,8,Basic,127.23,Medium,0,17,4,3,0
17678,35,M,Rural,3,Comprehensive,277.03,Medium,2,14,5,3,1
17679,51,M,Rural,1,Basic,127.6,Medium,0,0,1,1,0
17680,55,M,Urban,10,Third_Party,225.82,Medium,1,0,2,1,0
17681,42,M,Suburban,3,Comprehensive,302.28,High,1,0,2,3,0
17682,37,M,Urban,8,Third_Party,235.28,Medium,0,18,4,2,1
17683,48,M,Suburban,2,Comprehensive,327.53,High,2,0,4,3,0
17684,29,M,Urban,2,Comprehensive,325.58,Medium,1,0,2,2,0
17685,46,F,Urban,7,Basic,146.44,Medium,1,16,2,1,1
17686,49,F,Rural,6,Third_Party,243.5,Low,0,0,4,2,0
17687,49,M,Urban,4,Comprehensive,302.39,Medium,1,15,2,2,1
17688,47,M,Urban,1,Comprehensive,314.64,Medium,0,0,2,4,0
17689,45,F,Suburban,4,Third_Party,239.52,Medium,0,24,2,2,1
17690,34,M,Urban,10,Basic,151.5,Medium,1,0,3,1,0
17691,57,M,Suburban,5,Third_Party,250.01,Medium,0,0,4,1,0
17692,54,M,Suburban,2,Comprehensive,316.1,Medium,0,0,4,2,0
17693,30,F,Urban,24,Comprehensive,290.86,Low,0,11,4,4,0
17694,39,F,Urban,5,Third_Party,230.99,High,1,0,1,2,0
17695,30,F,Urban,1,Third_Party,187.23,High,0,0,3,4,0
17696,54,F,Urban,1,Third_Party,211.29,Medium,0,0,3,1,0
17697,48,F,Suburban,22,Comprehensive,321.05,High,0,0,2,2,0
17698,47,F,Urban,2,Comprehensive,307.06,Medium,0,0,2,2,0
17699,40,M,Urban,1,Comprehensive,284.95,Medium,0,0,5,2,0
17700,48,M,Urban,10,Third_Party,213.47,Medium,0,19,2,1,1
17701,50,M,Urban,3,Third_Party,252.38,High,1,0,4,1,0
17702,50,M,Urban,10,Comprehensive,329.79,High,0,0,5,1,0
17703,36,M,Urban,4,Basic,124.69,High,2,0,1,2,0
17704,30,F,Urban,2,Third_Party,221.89,Medium,0,8,4,0,0
17705,49,M,Urban,7,Third_Party,244.59,Low,0,0,3,1,0
17706,54,M,Suburban,4,Basic,141.98,Low,0,0,1,3,0
17707,45,F,Urban,2,Third_Party,207.06,High,1,0,5,2,0
17708,62,M,Suburban,3,Comprehensive,318.21,High,1,0,3,0,0
17709,39,F,Urban,4,Comprehensive,289.84,Medium,0,0,5,1,0
17710,55,M,Urban,3,Comprehensive,309.73,Medium,2,0,3,5,0
17711,54,M,Urban,11,Third_Party,253.37,Low,0,0,1,3,0
17712,44,M,Suburban,5,Third_Party,218.44,High,0,0,1,3,0
17713,44,F,Urban,14,Third_Party,259.89,High,0,0,4,3,0
17714,54,M,Urban,3,Comprehensive,318.68,Medium,0,15,3,1,1
17715,58,F,Urban,9,Third_Party,233.13,High,1,0,4,0,0
17716,32,F,Suburban,4,Third_Party,200.52,Medium,0,10,3,0,0
17717,53,M,Urban,2,Comprehensive,340.05,Medium,0,0,2,3,0
17718,52,M,Suburban,3,Basic,134.45,Low,1,19,5,2,1
17719,61,F,Suburban,22,Third_Party,205.87,Medium,0,0,5,4,0
17720,41,F,Urban,9,Comprehensive,298.79,High,0,0,2,2,0
17721,72,M,Urban,11,Comprehensive,320.44,Medium,1,17,4,2,0
17722,39,F,Rural,4,Third_Party,234.97,Medium,1,0,5,0,0
17723,34,F,Urban,29,Third_Party,211.11,Low,0,0,2,1,0
17724,43,M,Urban,5,Third_Party,205.92,Low,0,0,4,1,0
17725,40,F,Urban,3,Comprehensive,292.48,Low,0,0,3,2,0
17726,42,F,Urban,7,Basic,100.0,Medium,1,0,2,3,0
17727,43,M,Suburban,9,Basic,117.43,Medium,0,0,4,0,0
17728,61,F,Urban,6,Third_Party,216.47,Medium,1,0,3,0,0
17729,46,M,Urban,2,Third_Party,234.29,Medium,0,12,3,1,0
17730,61,M,Urban,3,Comprehensive,360.33,Low,2,13,3,3,0
17731,40,M,Urban,3,Third_Party,216.47,Low,1,10,3,3,0
17732,49,F,Urban,7,Third_Party,246.06,Low,0,0,3,1,0
17733,44,M,Urban,3,Third_Party,214.47,Medium,0,0,2,2,0
17734,52,F,Suburban,12,Comprehensive,295.63,Medium,1,0,2,0,0
17735,50,M,Urban,1,Comprehensive,324.11,High,1,9,4,3,0
17736,49,F,Urban,10,Third_Party,236.5,Medium,0,0,1,2,0
17737,43,M,Urban,1,Comprehensive,325.19,High,1,0,5,0,0
17738,45,F,Suburban,7,Comprehensive,301.34,High,1,0,1,3,0
17739,56,M,Urban,1,Comprehensive,331.61,Medium,0,0,3,2,0
17740,18,M,Suburban,12,Comprehensive,246.94,Medium,0,0,2,2,0
17741,37,F,Urban,1,Basic,100.0,Medium,1,0,3,2,0
17742,33,M,Suburban,2,Comprehensive,290.7,High,0,0,4,1,0
17743,61,M,Suburban,7,Third_Party,202.21,Low,0,0,3,4,0
17744,39,F,Urban,4,Third_Party,201.34,Medium,0,0,3,1,0
17745,40,F,Rural,7,Third_Party,198.81,High,0,0,5,2,0
17746,39,F,Urban,4,Basic,100.82,Medium,0,16,4,4,1
17747,38,F,Suburban,8,Basic,128.55,High,0,14,3,1,0
17748,53,F,Urban,2,Third_Party,225.05,Low,1,0,4,3,0
17749,55,M,Urban,11,Basic,132.77,High,1,12,2,3,0
17750,54,F,Urban,15,Basic,117.21,High,0,0,1,0,0
17751,52,M,Urban,2,Comprehensive,293.38,High,1,0,1,3,0
17752,48,M,Urban,11,Comprehensive,322.41,Medium,1,14,3,4,0
17753,54,M,Urban,11,Third_Party,199.51,High,0,0,4,0,0
17754,44,M,Urban,9,Comprehensive,314.02,Medium,1,0,5,2,0
17755,47,M,Suburban,1,Comprehensive,314.81,Medium,0,13,4,0,0
17756,41,M,Urban,15,Comprehensive,305.87,Medium,0,0,3,0,0
17757,51,M,Urban,9,Comprehensive,294.65,Medium,0,0,5,3,0
17758,35,M,Urban,3,Third_Party,209.01,Medium,0,20,4,1,1
17759,37,M,Urban,3,Basic,138.69,High,0,12,4,3,0
17760,30,F,Suburban,9,Third_Party,238.05,Low,0,0,5,1,0
17761,33,M,Rural,7,Comprehensive,296.38,Low,0,0,2,2,0
17762,51,M,Urban,4,Comprehensive,294.54,Low,1,20,5,2,1
17763,60,M,Urban,5,Basic,178.13,Medium,0,0,3,1,0
17764,48,F,Urban,3,Third_Party,230.78,High,3,0,5,0,0
17765,45,M,Suburban,2,Third_Party,221.71,Medium,1,0,2,1,0
17766,51,F,Suburban,29,Third_Party,195.53,High,1,0,3,3,0
17767,37,M,Urban,6,Third_Party,199.32,Medium,0,18,2,5,1
17768,43,F,Urban,6,Comprehensive,279.66,Medium,1,0,2,0,0
17769,63,F,Rural,3,Comprehensive,354.07,High,0,0,3,1,0
17770,36,M,Rural,15,Third_Party,219.24,Low,1,0,5,2,0
17771,59,F,Urban,6,Comprehensive,329.76,High,0,23,3,5,1
17772,32,F,Urban,8,Comprehensive,275.71,Medium,0,22,1,1,1
17773,45,F,Urban,3,Basic,129.76,Medium,1,15,4,0,1
17774,41,M,Rural,10,Third_Party,183.66,Medium,0,13,4,2,0
17775,30,M,Rural,3,Basic,117.38,High,1,0,3,2,0
17776,53,M,Urban,12,Third_Party,230.13,Medium,0,20,4,1,0
17777,47,M,Suburban,4,Basic,127.3,Low,0,0,5,3,0
17778,49,F,Urban,1,Basic,107.66,Medium,0,0,5,2,0
17779,39,M,Suburban,4,Third_Party,222.95,High,0,0,4,2,0
17780,45,F,Urban,5,Third_Party,227.7,High,1,18,5,2,1
17781,35,F,Urban,8,Third_Party,202.61,Medium,0,23,3,3,1
17782,57,M,Suburban,3,Comprehensive,288.36,Medium,1,0,3,1,0
17783,32,F,Urban,2,Comprehensive,296.9,High,0,18,4,1,1
17784,47,M,Urban,1,Third_Party,233.15,Medium,0,0,2,3,0
17785,43,M,Urban,16,Third_Party,234.22,High,0,0,3,0,0
17786,45,F,Rural,3,Comprehensive,324.98,Low,0,0,5,3,0
17787,47,M,Urban,16,Third_Party,251.8,Medium,1,0,3,2,0
17788,61,M,Urban,7,Third_Party,265.98,Medium,0,0,3,0,0
17789,49,F,Urban,1,Third_Party,233.29,Medium,0,0,1,2,0
17790,30,M,Suburban,7,Third_Party,179.92,Medium,1,0,3,3,0
17791,39,F,Suburban,3,Third_Party,205.5,Low,1,0,2,4,0
17792,58,F,Urban,5,Third_Party,241.07,Medium,0,0,2,4,0
17793,42,M,Suburban,6,Comprehensive,312.74,High,0,0,3,4,0
17794,41,F,Urban,13,Comprehensive,317.91,High,2,0,3,1,0
17795,42,M,Suburban,11,Third_Party,227.69,Low,0,13,1,3,0
17796,46,F,Urban,1,Third_Party,214.41,Medium,1,0,5,1,0
17797,37,F,Suburban,4,Comprehensive,312.25,Medium,0,14,3,0,1
17798,42,F,Suburban,4,Third_Party,238.55,Medium,1,0,3,4,0
17799,38,F,Suburban,7,Comprehensive,306.63,Medium,0,22,3,1,1
17800,47,F,Suburban,9,Third_Party,220.51,Medium,0,0,4,1,0
17801,41,F,Urban,4,Comprehensive,291.38,Low,0,0,2,0,0
17802,41,M,Urban,10,Comprehensive,280.07,Medium,1,0,2,2,0
17803,41,F,Urban,2,Third_Party,202.81,High,0,0,4,0,0
